strategy,avg_latency,p95_latency,p99_latency,success_rate,npu_load,rho_critical_theory,rho_critical_observed,total_energy,throughput,avg_wait_time,total_tasks,lambda,distribution
RoundRobinScheduler,25.893367898660664,87.82300239467737,95.76480204117476,0.9939041285674702,0.17234630722684902,0.8227099509962831,0.0,686.4446256419114,18.045,1.1994706449332488,3609,18,heavy_voice
LoadBalanceScheduler,21.894794095992687,83.3187781931315,89.2842877836199,0.9988916597395401,0.028439806769054502,0.8281071013723317,0.0,629.697169478929,18.045,0.29632793904432353,3609,18,heavy_voice
FastestResponseScheduler,64.68010830579699,189.27758250818556,310.1908896698815,0.8085342200055416,0.5290402976885676,0.8240922268105974,0.5290402976885676,692.7777309829673,18.045,15.48064831107007,3609,18,heavy_voice
E2MACSScheduler,23.637846539978774,89.66458542265627,125.32365956074798,1.0,0.18819460551179865,0.8825447073357745,0.0,609.9201036766185,18.045,1.1528458987011985,3609,18,heavy_voice
OracleScheduler,22.682658068168724,89.14213996191052,94.33398952618975,0.99944582986977,0.1614098368261726,0.9316211454547629,0.0,706.3837191524718,18.045,0.22885935345001043,3609,18,heavy_voice
RandomScheduler,30.49062855138098,91.52117165215827,136.04070753159357,0.9620629804116043,0.19203969889932795,0.8243190476798722,0.0,716.2536103397432,20.165,5.094246503046657,4033,20,heavy_voice
RoundRobinScheduler,25.980528275246716,87.6894886049058,96.05041649922022,0.9920654599553682,0.1915122187300036,0.8226425096641125,0.0,712.2946438053738,20.165,1.4703050105585858,4033,20,heavy_voice
LoadBalanceScheduler,21.951672776612448,83.72006466714481,88.7739788839383,0.9982643193652369,0.03488536215046765,0.826349447499867,0.0,653.5898937888766,20.165,0.36767883494402026,4033,20,heavy_voice
FastestResponseScheduler,72.25870970798368,205.82470120195165,350.6556878736484,0.776841061244731,0.5881308499720319,0.8238194742791174,0.5881308499720319,718.7775739876942,20.165,17.20056199319272,4033,20,heavy_voice
E2MACSScheduler,26.47476477076517,113.00178743961021,189.5143852752198,0.9992561368708158,0.3298231852526896,0.95,0.0,650.3103172194732,20.165,3.003789473802299,4033,20,heavy_voice
OracleScheduler,22.60522449220836,89.3866365815029,95.69671441019138,0.9995040912472105,0.18214411831593544,0.9290675376932424,0.0,731.9257736129097,20.165,0.27645727421219957,4033,20,heavy_voice
RandomScheduler,31.426962584793493,92.58091796781862,147.75708617969082,0.9604672057502246,0.21320172422134845,0.8239121833279794,0.0,748.804366744414,22.26,5.515433041269514,4452,22,heavy_voice
RoundRobinScheduler,26.656455566242858,88.3301113263073,99.73119491722198,0.9916891284815813,0.21217440627104955,0.8228091509189788,0.0,741.7410988023476,22.26,1.8376515505930027,4452,22,heavy_voice
LoadBalanceScheduler,22.475014171384444,83.7626727575433,89.9113660362238,0.9977538185085355,0.043647230986515156,0.8265191891630338,0.0,681.3218083683463,22.26,0.5092489740903192,4452,22,heavy_voice
FastestResponseScheduler,90.36995450073363,273.0842255210987,535.2761839603813,0.7241689128481581,0.6557304105698673,0.8242513429258317,0.6557304105698673,748.7188396876513,22.26,19.379634353501928,4452,22,heavy_voice
E2MACSScheduler,23.833137694835187,91.83923695008217,136.4657999958634,1.0,0.2714531855741114,0.9321123660818044,0.0,708.1225553164434,22.26,1.3174583475551003,4452,22,heavy_voice
OracleScheduler,22.853516672820454,88.86152262980131,95.67954548348945,0.9995507637017071,0.20154528671235977,0.9302620396075283,0.0,761.8182266036506,22.26,0.3043274297192803,4452,22,heavy_voice
RandomScheduler,32.6140054174935,94.53454900765978,150.20857082942828,0.9521649484536082,0.24388811634269214,0.8252602881197304,0.0,775.9541485362372,24.25,6.192947887718496,4850,24,heavy_voice
RoundRobinScheduler,27.236173889570033,88.3394880056354,113.25870142368339,0.9894845360824742,0.23154572542888205,0.823217585583149,0.0,766.9882449583796,24.25,2.2464630569410433,4850,24,heavy_voice
LoadBalanceScheduler,22.821855822228663,84.28458741466312,90.26263547280304,0.9960824742268041,0.05332022068778053,0.8253482956485686,0.0,704.5699464796829,24.25,0.6442373187775277,4850,24,heavy_voice
FastestResponseScheduler,112.65054299378048,334.04181581307466,690.7772907901451,0.6525773195876289,0.7169033846342258,0.8245148601075879,0.7169033846342258,775.6319436346578,24.25,21.076261298778213,4850,24,heavy_voice
E2MACSScheduler,27.227611585247175,119.23614236355506,206.7673328435169,0.9983505154639175,0.37174969942204067,0.95,0.0,707.2948447225511,24.25,3.1562441902303155,4850,24,heavy_voice
OracleScheduler,23.105982472958615,89.57054683824596,97.53677409263683,0.9989690721649485,0.2210663471168391,0.9296679923481153,0.0,789.5815162568367,24.25,0.42010414259981926,4850,24,heavy_voice
RandomScheduler,33.172457526629024,95.83910663052642,157.31326592185982,0.9477285687131723,0.24552116155199152,0.8239822980412036,0.0,800.6169276198387,26.305,6.438704579341771,5261,26,heavy_voice
RoundRobinScheduler,27.660275996928807,88.8811811890875,117.55374613726956,0.9857441551035925,0.25073401881993557,0.8226843965855107,0.0,792.9481102322316,26.305,2.620092100085425,5261,26,heavy_voice
LoadBalanceScheduler,23.030659844682017,84.29362709073018,90.97978315247416,0.9950579737692454,0.06306755224808235,0.8234489923653082,0.0,729.0730233866456,26.305,0.8203771608281517,5261,26,heavy_voice
FastestResponseScheduler,141.08791718416177,466.44905069499384,808.7485069470401,0.5774567572704808,0.7742070959820033,0.8241890632375093,0.7742070959820033,800.817676077212,26.305,22.873272796569633,5261,26,heavy_voice
E2MACSScheduler,24.380168448848423,91.94981199672725,154.4346193399632,0.9998099220680479,0.31449455962192013,0.9226713238263021,0.0,757.8589027735925,26.305,1.6437467680796158,5261,26,heavy_voice
OracleScheduler,23.15187045591953,89.78982217912801,98.38970442277734,0.9988595324082874,0.24209083794268463,0.9289887534352232,0.0,814.9814104584889,26.305,0.4560935102787458,5261,26,heavy_voice
RandomScheduler,33.866667795711244,97.26994570832159,160.18503266631666,0.9454352816528342,0.27913486207605764,0.8241413600224136,0.0,822.7553437504282,28.315,6.875739163387462,5663,28,heavy_voice
RoundRobinScheduler,27.915697486692572,89.42318097147393,122.56904036684358,0.9830478544940844,0.26964629403890816,0.8224835715004987,0.0,816.1530681906265,28.315,2.949193853872166,5663,28,heavy_voice
LoadBalanceScheduler,23.150786324829408,84.34891662697125,90.30324908279992,0.9938195302843016,0.07070845899713653,0.8233198787831587,0.0,750.7131230771232,28.315,1.0240623684961416,5663,28,heavy_voice
FastestResponseScheduler,185.54697581013684,623.7157605202492,970.7895261205651,0.4903761257284125,0.8299424320038413,0.8239324342878072,0.8299424320038413,825.2637376629557,28.315,24.788921460099345,5663,28,heavy_voice
E2MACSScheduler,26.040396639953602,89.08062250706476,151.48125694459588,0.9980575666607805,0.2606448845036501,0.829502700142424,0.0,744.488804123913,28.315,1.9733851699765215,5663,28,heavy_voice
OracleScheduler,23.04654453563058,89.66017004757418,98.76392127245114,0.9984107363588204,0.2562272943984801,0.9261419965293182,0.0,838.3110502143619,28.315,0.5510069992733415,5663,28,heavy_voice
RandomScheduler,35.075874318139405,101.42402001876886,161.24271409283014,0.9381613756613757,0.30592270601371635,0.8255270767062688,0.0,842.3766343838715,30.24,7.709343054915625,6048,30,heavy_voice
RoundRobinScheduler,28.491929510318556,89.29430761631707,125.6709099851969,0.9809854497354498,0.2908851271798936,0.8226960460070778,0.0,841.6999005490259,30.24,3.314057402745822,6048,30,heavy_voice
LoadBalanceScheduler,23.537361651502003,84.72624062303991,91.32083285199957,0.9927248677248677,0.08200613106084928,0.8226380055379936,0.0,776.6431429065008,30.24,1.1903050064259597,6048,30,heavy_voice
FastestResponseScheduler,261.34321306595126,899.2858868256995,1115.8786159892484,0.38938492063492064,0.8889493721336401,0.8239208743566976,0.8889493721336401,853.6936521056512,30.24,26.10607310138083,6048,30,heavy_voice
E2MACSScheduler,25.235864796441987,89.41364744880322,150.29543547937206,0.9978505291005291,0.24011388262893849,0.8623329946590632,0.0,754.3566178138926,30.24,1.9450420793277428,6048,30,heavy_voice
OracleScheduler,23.477325644089603,89.93278638951878,102.13883166215487,0.9968584656084656,0.273673429512912,0.9218440038123605,0.0,866.6275534137473,30.24,0.5780896528005169,6048,30,heavy_voice
RandomScheduler,35.778043744413985,103.27352508136656,161.29961842252882,0.9310184467524415,0.3105294931452958,0.8236497131136483,0.0,871.9077408525782,32.255,8.053911367329025,6451,32,heavy_voice
RoundRobinScheduler,29.1810093828719,89.57981031244111,129.55985086460365,0.9786079677569369,0.3099796221982692,0.822775817869583,0.0,870.0494154002491,32.255,3.7162502638380124,6451,32,heavy_voice
LoadBalanceScheduler,24.086959217498848,85.26819597931734,92.74912728791662,0.9916292047744536,0.0985549368109138,0.8234478379685825,0.0,804.6631018100704,32.255,1.4310286769502187,6451,32,heavy_voice
FastestResponseScheduler,528.6036572889946,1719.7824365114514,2112.990265664635,0.22399627964656643,0.953651891463835,0.8240347045292078,0.953651891463835,883.5543567511015,32.255,28.112368122950695,6451,32,heavy_voice
E2MACSScheduler,25.230360304412045,92.80508596157233,160.96893826328085,0.999534955820803,0.38356202262991623,0.9233378351844705,0.0,831.6680478549351,32.255,2.074247784167474,6451,32,heavy_voice
OracleScheduler,23.734599202347894,89.98761465787197,103.18540467446269,0.9975197643776159,0.2947799485027872,0.9237004337136245,0.0,895.033446144583,32.255,0.6828123705655673,6451,32,heavy_voice
RandomScheduler,37.96257236110471,118.52989009386405,178.51145983565164,0.9207992998833139,0.3323842965971505,0.8220732640257721,0.0,898.8598103862286,34.28,9.070317253376844,6856,34,heavy_voice
RoundRobinScheduler,29.898048420673494,90.46165855866661,134.53967391716586,0.9753500583430572,0.33048940985138375,0.8231753165154614,0.0,896.4351417955376,34.28,4.239269524631791,6856,34,heavy_voice
LoadBalanceScheduler,24.252128115703183,84.70016583918482,92.94136258700972,0.9909568261376897,0.11396588875260268,0.8240305371549445,0.0,827.7553645296894,34.28,1.6173936638614048,6856,34,heavy_voice
FastestResponseScheduler,1514.3878813273936,3500.3992432547975,3754.261286009766,0.029609101516919485,1.0135015847187347,0.8238054211151226,1.0135015847187347,914.0795794434966,34.28,29.02893195615087,6856,34,heavy_voice
E2MACSScheduler,25.301034498061195,90.62601455208963,124.51497064347447,0.9972287047841307,0.31180887005962654,0.8943836131892667,0.0,818.4546184963754,34.28,1.900076582010743,6856,34,heavy_voice
OracleScheduler,23.840020715824306,90.29420404760202,107.47000192993247,0.9969369894982497,0.31365416802842305,0.9219416636113928,0.0,918.7168496596686,34.28,0.8069035634901999,6856,34,heavy_voice
RandomScheduler,38.08510106578929,116.5013642658019,170.7158176644283,0.9216387132251856,0.3667735900981055,0.8240476195398747,0.0,929.9278733316569,36.37,9.025253002348615,7274,36,heavy_voice
RoundRobinScheduler,30.75425291545849,91.58170413409792,138.85390375077273,0.9715424800659884,0.35532553650955867,0.8236795297711765,0.0,927.1461684884829,36.37,4.721988215617153,7274,36,heavy_voice
LoadBalanceScheduler,25.043624076735934,86.04855018905866,96.54968993515617,0.9884520208963431,0.1310583826741712,0.8243371302609722,0.0,857.6683670895154,36.37,2.025589902145836,7274,36,heavy_voice
FastestResponseScheduler,7024.431735227059,13975.767990232986,15875.146563712338,0.0012372834753918065,1.0817337749978908,0.8241949260403874,1.0817337749978908,973.7800355511026,36.37,29.396505450779618,7274,36,heavy_voice
E2MACSScheduler,25.95210534794234,94.44182448013545,168.31909497414085,0.9994500962331592,0.4344703543481778,0.9197396521491255,0.0,884.527289332904,36.37,2.443660786644037,7274,36,heavy_voice
OracleScheduler,24.54977892225693,91.02657645484484,112.10106286249595,0.9946384382733021,0.337028373181588,0.9156996831419868,0.0,950.3948625824394,36.37,0.9794647227148903,7274,36,heavy_voice
RandomScheduler,39.57087479928621,122.0238148325421,176.26378627729142,0.908961038961039,0.36463522481783195,0.8231858747555417,0.0,960.9864600679708,38.5,9.972753818539703,7700,38,heavy_voice
RoundRobinScheduler,31.598336899317943,92.73750957968313,141.7429385680056,0.9667532467532467,0.37515489299214866,0.8230022062785933,0.0,958.4133127112815,38.5,5.272227937409323,7700,38,heavy_voice
LoadBalanceScheduler,25.46719307855837,86.10376696483918,99.0820219401601,0.9866233766233766,0.14642025735704498,0.8254683933605371,0.0,885.5374874841091,38.5,2.3125341437040596,7700,38,heavy_voice
FastestResponseScheduler,13008.563702779327,26838.291777791823,28702.932908561903,0.0011688311688311688,1.1461960794258523,0.8243306465517699,1.1461960794258523,1031.7788823376404,38.5,29.327538481901332,7700,38,heavy_voice
E2MACSScheduler,25.34761036541206,89.2829868983469,130.89289310520363,0.9945454545454545,0.2290920491854287,0.869689734957421,0.0,870.5901452389353,38.5,1.7820855883225126,7700,38,heavy_voice
OracleScheduler,24.70610754956653,90.76829064453874,112.0786687207711,0.994025974025974,0.3546571268073784,0.916558449397598,0.0,978.1423677731426,38.5,1.0259518800839764,7700,38,heavy_voice
RandomScheduler,41.57779736358077,131.56338008049852,205.19474467067263,0.9042056074766355,0.406244649332412,0.8260171245085511,0.0,983.3859888851758,40.66,10.663054725891032,8132,40,heavy_voice
RoundRobinScheduler,32.409629935187716,93.53053889208702,145.2856629371344,0.9612641416625677,0.39640315876596666,0.8228743663336519,0.0,987.7211380489446,40.66,5.7831157390860755,8132,40,heavy_voice
LoadBalanceScheduler,25.980970846438186,86.53263527024343,104.43831123650799,0.9833989178553861,0.165187470769221,0.8255238213642444,0.0,914.6992595172952,40.66,2.709406183059783,8132,40,heavy_voice
FastestResponseScheduler,19387.98695383511,39547.86353808811,42251.07128365997,0.0011067388096409247,1.2132214000860588,0.8243274410740289,1.2132214000860588,1092.0914280625916,40.66,28.853103266983176,8132,40,heavy_voice
E2MACSScheduler,24.502594752448037,89.20477945941965,112.69380425971916,0.9954500737825873,0.30874613522293826,0.9258042213466161,0.0,915.9362108099257,40.66,1.4075831668824401,8132,40,heavy_voice
OracleScheduler,25.238805178415706,91.94914620626305,118.45797866325282,0.9931136251844564,0.37685074228640886,0.9171660441140956,0.0,1007.0068651927995,40.66,1.2113011691415718,8132,40,heavy_voice
